"eid","code","name","countrycode","statecode","metrocode","citycode","phoneprefix","type","lat","lon"
"ap/BHY","BHY","Beihai Airport","CN","","","BHY","",2,21.48,109.16
"ap/BIA","BIA","Poretta Airport","FR","","","BIA","",2,42.56,9.49
"ap/BID","BID","Block Island Municipal","US","RI","","BID","",2,41.16,-71.57
"ap/BIF","BIF","Biggs Army Air Field","US","TX","","ELP","QHF",9,31.83,-106.4
"ap/BIH","BIH","Bishop Airport","US","CA","","BIH","",9,37.37,-118.36
"ap/BII","BII","Enyu Airfield","MH","","","BII","",2,11.58,165.38
"ap/BIK","BIK","Mokmer Arpt","ID","","","BIK","",2,-1,136.11
"ap/BIL","BIL","Logan Field","US","MT","","BIL","",2,45.8,-108.53
"ap/BIM","BIM","Bimini Airport","BS","","","BIM","QHF",9,25.69,-79.26
"ap/BIO","BIO","Bilbao Arpt","ES","","","BIO","",2,43.3,-2.9
"ap/BIQ","BIQ","Bayonne Anglet Arpt","FR","","","BIQ","",2,43.47,-1.53
"ap/BIS","BIS","Bismarck Municipal Arpt","US","ND","","BIS","",2,46.77,-100.75
"ap/BIY","BIY","Bisho Arpt","ZA","","","BIY","",9,-32.83,27.33
"ap/BJA","BJA","Bejaia Arpt","DZ","","","BJA","QHF",2,36.75,5.08
"ap/BJC","BJC","Jeffco Arpt","US","CO","","BJC","",9,39.9,-105.11
"ap/BJF","BJF","Batsfjord Arpt","NO","","","BJF","",2,70.63,29.5
"ap/BJI","BJI","Bemidji Municipal Arpt","US","MN","","BJI","",2,47.51,-94.93
"ap/BJL","BJL","Yundum Intl Arpt","GM","","","BJL","",2,13.35,-16.66
"ap/BJM","BJM","Bujumbura Intl Arpt","BI","","","BJM","",2,-3.31,29.31
"ap/BJR","BJR","Bahar Dar Arpt","ET","","","BJR","QHF",2,11.58,37.38
"ap/BJV","BJV","Milas Arpt","TR","","","BXN","",2,37.05,27.46
"ap/BJX","BJX","Del Bajio Arpt","MX","","","BJX","",2,20.99,-101.48
"ap/BJY","BJY","Batajnica Arpt","RS","","","BEG","QHF",9,44.81,21.3
"ap/BJZ","BJZ","Talaveral La Real Arpt","ES","","","BJZ","QHF",2,38.89,-6.82
"ap/BKA","BKA","Bykovo Arpt","RU","","MOW","MOW","",2,55.6,38.08
"ap/BKI","BKI","Kota Kinabalu Arpt","MY","","","BKI","",2,5.93,116.05
"ap/BKK","BKK","Suvarnabhumi Intl Arpt","TH","","","BKK","QHF",2,13.68,100.74
"ap/BKL","BKL","Burke Lakefront Arpt","US","OH","","CLE","",9,41.51,-81.69
"ap/BKM","BKM","Bakalalan Arpt","MY","","","BKM","QHF",3,3.98,115.62
"ap/BKO","BKO","Senou Airport","ML","","","BKO","",2,12.63,-8.01
"ap/BKQ","BKQ","Blackall Arpt","AU","QL","","BKQ","QHF",2,-24.43,145.42
"ap/BKS","BKS","Padangkemiling Arpt","ID","","","BKS","",2,-3.76,102.3
"ap/BKW","BKW","Raleigh Cty Memorial","US","WV","","BKW","",2,37.78,-81.11
"ap/BKX","BKX","Brookings Municipal","US","SD","","BKX","",2,44.3,-96.8
"ap/BLA","BLA","Gen J A Anzoategui Arpt","VE","","","BLA","",2,10.1,-64.69
"ap/BLE","BLE","Dala Airport","SE","","","BLE","",2,60.42,15.51
"ap/BLF","BLF","Mercer County","US","WV","","BLF","",2,37.29,-81.2
"ap/BLG","BLG","Belaga Arpt","MY","","","BLG","QHF",3,2.64,113.76
"ap/BLH","BLH","Blythe Airport","US","CA","","BLH","",9,33.61,-114.71
"ap/BLI","BLI","Bellingham Intl Arpt","US","WA","","BLI","",2,48.79,-122.53
"ap/BLK","BLK","Blackpool Airport","GB","","","BLK","",2,53.73,-3.03
"ap/BLL","BLL","Billund Airport","DK","","","BLL","",2,55.73,9.15
"ap/BLQ","BLQ","Guglielmo Marconi","IT","","","BLQ","",2,44.53,11.3
"ap/BLR","BLR","Hindustan Arpt","IN","","","BLR","QHF",2,12.94,77.66
"ap/BLT","BLT","Blackwater Arpt","AU","QL","","BLT","QHF",2,-23.58,148.88
"ap/BLV","BLV","Scott AFB Mid America","US","IL","","BLV","",9,38.51,-89.83
"ap/BLX","BLX","Belluno Arpt","IT","","","BLX","QHF",9,46.33,12.33
"ap/BLZ","BLZ","Chileka Airport","MW","","","BLZ","",2,-15.68,34.96
"ap/BMA","BMA","Bromma Airport","SE","","STO","STO","",2,59.34,17.95
"ap/BME","BME","Broome Airport","AU","WA","","BME","QHF",2,-17.94,122.23
"ap/BMG","BMG","Monroe Cty Arpt Indiana","US","IN","","BMG","",9,39.14,-86.61
"ap/BMI","BMI","Normal Airport","US","IL","","BMI","",2,40.48,-88.92
"ap/BMP","BMP","Brampton Island Arpt","AU","QL","","BMP","QHF",2,-20.78,149.23
"ap/BMV","BMV","Phung Duc Arpt","VN","","","BMV","",2,12.66,108.1
"ap/BNA","BNA","Nashville International Arpt","US","TN","","BNA","QHF",2,36.13,-86.67
"ap/BNE","BNE","Brisbane Arpt","AU","QL","","BNE","QHF",2,-27.38,153.11
"ap/BNJ","BNJ","Bonn Railroad Station","DE","","","BNJ","",6,50.73,7.09
"ap/BNK","BNK","Ballina Arpt","AU","NS","","BNK","QHF",2,-28.86,153.55
"ap/BNN","BNN","Bronnoy Arpt","NO","","","BNN","",2,65.48,12.21
"ap/BNO","BNO","Burns Municipal Arpt","US","OR","","BNO","QHF",9,43.59,-118.95
"ap/BNU","BNU","Blumenau Arpt","BR","","","BNU","",9,-26.93,-49.05
"ap/BNX","BNX","Banja Luka Arpt","BA","","","BNX","",2,44.76,17.18
"ap/BOB","BOB","Motu Mute Arpt","PF","","","BOB","QHF",2,-16.44,-151.74
"ap/BOC","BOC","Bocas Del Toro Arpt","PA","","","BOC","",2,9.33,-82.25
"ap/BOD","BOD","Bordeaux Arpt","FR","","","BOD","",2,44.83,-0.69
"ap/BOG","BOG","Eldorado Airport","CO","","","BOG","",2,4.7,-74.15
"ap/BOH","BOH","Bournemouth Intl Arpt","GB","","","BOH","",2,50.77,-1.83
"ap/BOI","BOI","Boise Municipal Arpt Gowen Field","US","ID","","BOI","",2,43.56,-116.22
"ap/BOJ","BOJ","Bourgas Arpt","BG","","","BOJ","",2,42.54,27.53
"ap/BOM","BOM","Chhatrapati Shivaji Intl","IN","","","BOM","",2,19.08,72.86
"ap/BON","BON","Flamingo Field","AN","","","BON","",2,12.13,-68.27
"ap/BOO","BOO","Bodo Arpt","NO","","","BOO","",2,67.26,14.36
"ap/BOS","BOS","Logan Intl Arpt","US","MA","","BOS","",2,42.36,-71.01
"ap/BOU","BOU","Bourges Arpt","FR","","","BOU","QHF",9,47.06,2.36
"ap/BOW","BOW","Bartow Arpt","US","FL","","BOW","QHF",9,27.93,-81.78
"ap/BOX","BOX","Borroloola Arpt","AU","NT","","BOX","QHF",9,-16.07,136.3
"ap/BOY","BOY","Borgo Arpt","BF","","","BOY","QHF",2,11.16,-4.32
"ap/BPN","BPN","Sepingan Arpt","ID","","","BPN","QHF",2,-1.26,116.89
"ap/BPS","BPS","Porto Seguro Arpt","BR","","","BPS","",2,-16.43,-39.08
"ap/BPT","BPT","Jefferson Cty Arpt","US","TX","","BPT","",2,29.95,-94.02
"ap/BQB","BQB","Busselton Arpt","AU","WA","","BQB","QHF",9,-33.71,115.25
"ap/BQK","BQK","Gylnco Jet Port","US","GA","","BQK","",2,31.25,-81.45
"ap/BQL","BQL","Boulia Arpt","AU","QL","","BQL","QHF",2,-22.96,139.96
"ap/BQN","BQN","Borinquen Municipal Arpt","US","PR","","BQN","",2,18.42,-67.15
"ap/BQS","BQS","Blagoveshchensk Arpt","RU","","","BQS","",2,50.41,127.4
"ap/BQT","BQT","Brest Arpt","BY","","","BQT","",9,52.11,23.88
"ap/BRA","BRA","Barreiras Arpt","BR","","","BRA","QHF",9,-12.07,-45
"ap/BRC","BRC","San Carlos De Bariloche Intl Arpt","AR","","","BRC","",2,-41.15,-71.17
"ap/BRD","BRD","Crowwing Cty Arpt","US","MN","","BRD","",2,46.39,-94.14
"ap/BRE","BRE","Bremen Airport","DE","","","BRE","",2,53.04,8.78
"ap/BRF","BRF","Bradford Rail Station","GB","","","BRF","",6,53.79,-1.75
"ap/BRI","BRI","Bari Airport","IT","","","BRI","",2,41.14,16.75
"ap/BRK","BRK","Bourke Airport","AU","NS","","BRK","QHF",2,-30.03,145.95
"ap/BRL","BRL","Burlington Municipal Arpt","US","IA","","BRL","",2,40.78,-91.11
"ap/BRM","BRM","Airport Barquisimeto","VE","","","BRM","",2,10.04,-69.35
"ap/BRN","BRN","Belp Airport","CH","","","BRN","",2,46.91,7.49
"ap/BRO","BRO","South Padre Island Intl Arpt","US","TX","","BRO","",2,25.9,-97.43
"ap/BRQ","BRQ","Turnay Arpt","CZ","","","BRQ","",2,49.15,16.7
"ap/BRR","BRR","North Bay Arpt","GB","","","BRR","",2,57.16,-7.43
"ap/BRS","BRS","Bristol Intl Arpt","GB","","","BRS","",2,51.38,-2.7
"ap/BRT","BRT","Bathurst Island Arpt","AU","NT","","BRT","QHF",9,-11.5,130.28
"ap/BRU","BRU","Brussels National Arpt","BE","","","BRU","",2,50.89,4.48
"ap/BRV","BRV","Bremerhaven Arpt","DE","","","BRV","QHF",2,53.5,8.57
"ap/BRW","BRW","Barrow WBAS","US","AK","","BRW","",2,71.28,-156.76
"ap/BRX","BRX","Barahona Arpt","DO","","","BRX","",9,17.21,-71.11
"ap/BSB","BSB","Brasilia Intl Arpt","BR","","","BSB","",2,-15.86,-47.91
"ap/BSD","BSD","Baoshan Arpt","CN","","","BSD","QHF",3,25.15,99.15
"ap/BSH","BSH","Brighton Rail Station","GB","","","BSH","",6,50.84,-0.13
"ap/BSI","BSI","Blairsville Arpt","US","PA","","BSI","",9,40.43,-79.26
"ap/BSJ","BSJ","Bairnsdale Airport","AU","VI","","BSJ","QHF",9,-37.88,147.56
"ap/BSK","BSK","Biskra Arpt","DZ","","","BSK","QHF",2,34.8,5.73
"ap/BSL","BSL","Basel EuroAirport Swiss","CH","","","BSL","QHF",2,47.6,7.53
"ap/BSQ","BSQ","Bisbee Municipal Arpt","US","AZ","","BSQ","QHF",9,31.36,-109.88
"ap/BSR","BSR","Basra Intl Arpt","IQ","","","BSR","",9,30.55,47.76
"ap/BTH","BTH","Hang Nadim Arpt","ID","","","BTH","",2,1.06,104.13
"ap/BTJ","BTJ","Blang Bintang Arpt","ID","","","BTJ","",2,5.51,95.41
"ap/BTK","BTK","Bratsk Arpt","RU","","","BTK","QHF",3,56.37,101.7
"ap/BTL","BTL","WK Kellogg Regional","US","MI","","BTL","",2,42.3,-85.25
"ap/BTM","BTM","Bert Mooney Arpt","US","MT","","BTM","",2,45.95,-112.5
"ap/BTR","BTR","Ryan Airport","US","LA","","BTR","",2,30.53,-91.14
"ap/BTS","BTS","Ivanka Arpt","SK","","","BTS","",2,48.15,17.11
"ap/BTU","BTU","Bintulu Arpt","MY","","","BTU","",2,3.17,113.03
"ap/BTV","BTV","Burlington Intl Arpt","US","VT","","BTV","",2,44.47,-73.14
"ap/BTZ","BTZ","Bursa Arpt","TR","","","BTZ","QHF",9,40.23,29
"ap/BUC","BUC","Burketown Arpt","AU","QL","","BUC","QHF",2,-17.75,139.53
"ap/BUD","BUD","Ferihegy Arpt","HU","","","BUD","",2,47.43,19.23
"ap/BUF","BUF","Greater Buffalo Intl Arpt","US","NY","","BUF","",2,42.93,-78.73
"ap/BUQ","BUQ","Bulawayo Arpt","ZW","","","BUQ","QHF",2,-20.01,28.61
"ap/BUR","BUR","Burbank Glendale Pasadena Arpt","US","CA","QLA","BUR","",2,34.19,-118.35
"ap/BUS","BUS","Batumi Arpt","GE","","","BUS","",2,41.61,41.6
"ap/BUY","BUY","Bunbury Arpt","AU","WA","","BUY","QHF",9,-33.31,115.63
"ap/BUZ","BUZ","Bushehr Arpt","IR","","","BUZ","",2,28.94,50.83
"ap/BVA","BVA","Beauvais Tille Arpt","FR","","","PAR","",9,49.45,2.11
"ap/BVB","BVB","Boa Vista Arpt","BR","","","BVB","",2,2.83,-60.68
"ap/BVC","BVC","Rabil Arpt","CV","","","BVC","QHF",2,16.13,-22.88
"ap/BVE","BVE","Laroche Airport","FR","","","BVE","",2,45.15,1.47
"ap/BVH","BVH","Vilhena Arpt","BR","","","BVH","",9,-12.63,-60.13
"ap/BVI","BVI","Birdsville Arpt","AU","QL","","BVI","QHF",2,-25.89,139.34
"ap/BVO","BVO","Bartlesville Municipal Arpt","US","OK","","BVO","",9,36.75,-96
"ap/BVR","BVR","Esperadinha","CV","","","BVR","",9,14.86,-24.71
"ap/BVX","BVX","Batesville Municipal","US","AR","","BVX","",9,35.72,-91.64
"ap/BWC","BWC","Brawley Arpt","US","CA","","BWC","",9,32.98,-115.51
"ap/BWD","BWD","Brownwood Municipal Arpt","US","TX","","BWD","",2,31.8,-98.95
"ap/BWE","BWE","Braunschweig Arpt","DE","","","BWE","",9,52.32,10.55
"ap/BWF","BWF","Walney Island","GB","","","BWF","",2,54.11,-3.23
"ap/BWG","BWG","Warren Cty Arpt","US","KY","","BWG","",9,36.96,-86.42
"ap/BWI","BWI","Baltimore Washington Intl Arpt","US","MD","WAS","BWI","",2,39.17,-76.66
"ap/BWN","BWN","Brunei Intl Arpt","BN","","","BWN","",2,4.9,114.91
"ap/BWQ","BWQ","Brewarrina Arpt","AU","NS","","BWQ","QHF",9,-29.96,146.81
"ap/BWT","BWT","Burnie Wynyard Arpt","AU","TS","","BWT","QHF",2,-40.99,145.73
"ap/BWU","BWU","Bankstown Aerodrome","AU","NS","","BWU","QHF",9,-33.92,150.98
"ap/BXN","BXN","Imsik Arpt","TR","","","BXN","",9,37.13,27.66
"ap/BXS","BXS","Borrego Valley Arpt","US","CA","","BXS","",9,33.25,-116.32
"ap/BXU","BXU","Butuan Arpt","PH","","","BXU","",2,8.95,125.48
"ap/BYI","BYI","Burley Arpt","US","ID","","BYI","",9,42.53,-113.76
"ap/BYR","BYR","Laeso Airport","DK","","","BYR","QHF",9,57.27,11
"ap/BYU","BYU","Bindlacher Berg Arpt","DE","","","BYU","",9,49.98,11.63
"ap/BYW","BYW","Blakely Is Municipal","US","WA","","BYW","",9,48.58,-122.83
"ap/BZC","BZC","Buzios Arpt","BR","","","BZC","",9,-22.76,-41.96
"ap/BZE","BZE","Belize Intl Arpt","BZ","","QBZ","BZE","",2,17.58,-88.28
"ap/BZG","BZG","Bydgoszcz Arpt","PL","","","BZG","",2,53.26,17.99
"ap/BZH","BZH","Bumi Hills Arpt","ZW","","","BZH","",9,-16.81,28.35
"ap/BZN","BZN","Gallatin Field","US","MT","","BZN","",2,45.77,-111.15
"ap/BZO","BZO","Bolzano Arpt","IT","","","BZO","QHF",2,46.46,11.32
"ap/BZR","BZR","Beziers Vias Arpt","FR","","","BZR","",2,43.35,3.25
"ap/BZT","BZT","Brazoria County Arpt","US","TX","","BZT","",9,29.11,-95.45
"ap/BZV","BZV","Maya Maya Arpt","CG","","","BZV","",2,-4.25,15.25
"ap/BZZ","BZZ","Brize Norton Raf Station","GB","","","OXF","QHF",3,51.78,-1.75
"ap/CAC","CAC","Cascavel Arpt","BR","","","CAC","QHF",9,-24.99,-53.5
"ap/CAD","CAD","Wexford County Arpt","US","MI","","CAD","",2,44.27,-85.41
"ap/CAE","CAE","Columbia Metro Arpt","US","SC","","CAE","",2,33.94,-81.12
"ap/CAG","CAG","Elmas Airport","IT","","","CAG","",2,39.26,9.05
"ap/CAI","CAI","Cairo Intl Arpt","EG","","","CAI","",2,30.12,31.4
"ap/CAK","CAK","Akron Canton Regional Arpt","US","OH","","CAK","",2,40.91,-81.43
"ap/CAL","CAL","Machrihanish Arpt","GB","","","CAL","QHF",2,55.43,-5.68
"ap/CAM","CAM","Choreti Arpt","BO","","","CAM","",9,-20.01,-63.55
"ap/CAN","CAN","Baiyun Airport","CN","","","CAN","QHF",2,23.18,113.26
"ap/CAP","CAP","Cap Haitien Numicipal","HT","","","CAP","",2,19.73,-72.19
"ap/CAR","CAR","Caribou Municipal Arpt","US","ME","","CAR","QHF",9,46.86,-68.01
"ap/CAS","CAS","Anfa Airport","MA","","","CAS","",9,33.55,-7.66
"ap/CAU","CAU","Caruaru Arpt","BR","","","CAU","",9,-8.28,-35.96
"ap/CAW","CAW","Bartolomeu Lisandro Arpt","BR","","","CAW","",9,-21.75,-41.3
"ap/CAX","CAX","Carlisle Arpt","GB","","","CAX","",2,54.93,-2.8
"ap/CAY","CAY","Rochambeau Airport","GF","","","CAY","",2,4.78,-52.41
"ap/CAZ","CAZ","Cobar Arpt","AU","NS","","CAZ","QHF",2,-31.53,145.79
"ap/CBB","CBB","J Wilsterman Arpt","BO","","","CBB","QHF",2,-17.42,-66.17
"ap/CBE","CBE","Cumberland Municipal Arpt","US","MD","","CBE","",2,39.61,-78.76
"ap/CBF","CBF","Council Bluffs Municipal Arpt","US","IA","","CBF","",9,41.26,-95.76
"ap/CBG","CBG","Cambridge Arpt","GB","","","CBG","",2,52.2,0.17
"ap/CBK","CBK","Colby Municipal Arpt","US","KS","","CBK","",9,39.41,-101.05
"ap/CBL","CBL","Ciudad Bolivar Arpt","VE","","","CBL","QHF",2,8.12,-63.53
"ap/CBN","CBN","Penggung Arpt","ID","","","CBN","",9,-6.75,108.53
"ap/CBO","CBO","Awang Arpt","PH","","","CBO","QHF",2,7.2,124.16
"ap/CBP","CBP","Coimbra Arpt","PT","","","CBP","",9,40.15,-8.46
"ap/CBR","CBR","Canberra Arpt","AU","AC","","CBR","QHF",2,-35.3,149.19
"ap/CBS","CBS","Oro Negro Arpt","VE","","","CBS","",9,10.38,-71.46
"ap/CCC","CCC","Cayo Coco Arpt","CU","","","CCC","",2,22.5,-78.5
"ap/CCE","CCE","Grand Case Arpt","GP","","","CCE","QHF",9,18.06,-63.03
"ap/CCF","CCF","Salvaza","FR","","","CCF","QHF",9,43.21,2.3
"ap/CCJ","CCJ","Kozhikode Arpt","IN","","","CCJ","QHF",2,11.13,75.95
"ap/CCK","CCK","Cocos Islands Arpt","CC","","","CCK","",2,-12.18,96.83
"ap/CCM","CCM","Criciuma Arpt","BR","","","CCM","",9,-28.7,-49.38
"ap/CCP","CCP","Carriel Sur Arpt","CL","","","CCP","",2,-36.77,-73.11
"ap/CCR","CCR","Buchanan Field","US","CA","","CCR","",9,37.98,-122.05
"ap/CCS","CCS","Simon Bolivar Arpt","VE","","","CCS","",2,10.6,-66.96
"ap/CCU","CCU","Netaji Subhas Chandra Bose Intl","IN","","","CCU","",2,22.65,88.45
"ap/CDA","CDA","Cooinda Airport","AU","NT","","CDA","QHF",9,-12.9,132.51
"ap/CDC","CDC","Cedar City Municipal","US","UT","","CDC","",2,37.7,-113.09
"ap/CDD","CDD","Cauquira Arpt","HN","","","CDD","QHF",9,15.32,-83.6
"ap/CDG","CDG","Charles De Gaulle Intl Arpt","FR","","PAR","PAR","",2,49.01,2.54
"ap/CDH","CDH","Harrell Fieldsandro Arpt","US","AR","","CDH","",9,33.58,-92.82
"ap/CDI","CDI","Cachoeiro De Itapemirim Arpt","BR","","","CDI","",9,-20.85,-41.11
"ap/CDR","CDR","Chadron Arpt","US","NE","","CDR","",2,42.83,-103.09
"ap/CDV","CDV","Mudhole Smith Arpt","US","AK","","CDV","",2,60.49,-145.47
"ap/CDW","CDW","Caldwell Wright Arpt","US","NJ","","CDW","",9,40.87,-74.27
"ap/CEB","CEB","Cebu Intl","PH","","","CEB","",2,10.3,123.9
"ap/CEC","CEC","Crescent City Municipal Arpt","US","CA","","CEC","",2,41.77,-124.23
"ap/CED","CED","Ceduna Arpt","AU","SA","","CED","QHF",2,-32.13,133.68
"ap/CEF","CEF","Westover Metro","US","MA","","SFY","",9,42.19,-72.52
"ap/CEG","CEG","Chester Arpt","GB","","","CEG","",2,53.13,-2.93
"ap/CEH","CEH","Chelinda Arpt","MW","","","CEH","",9,10.55,33.8
"ap/CEI","CEI","Chaing Rai Arpt","TH","","","CEI","",2,19.88,99.82
"ap/CEK","CEK","Chelyabinsk Arpt","RU","","","CEK","QHF",2,55.3,61.5
"ap/CEN","CEN","Ciudad Obregon Arpt","MX","","","CEN","QHF",2,27.39,-109.83
"ap/CEQ","CEQ","Mandelieu Arpt","FR","","","CEQ","",9,43.55,6.95
"ap/CER","CER","Maupertius Arpt","FR","","","CER","",2,49.65,-1.65
"ap/CES","CES","Cessnock Arpt","AU","NS","","CES","QHF",9,-32.78,151.34
"ap/CET","CET","Le Pontreau Arpt","FR","","","CET","QHF",9,47.08,-0.87
"ap/CEU","CEU","Clemson Oconee Cty Arpt","US","SC","","CEU","",9,34.67,-82.88
"ap/CEY","CEY","Calloway Cty Arpt","US","KY","","CEY","",9,36.66,-88.37
"ap/CEZ","CEZ","Montezuma County","US","CO","","CEZ","",2,37.3,-108.62
"ap/CFB","CFB","Cabo Frio Arpt","BR","","","CFB","QHF",9,-22.92,-42.07
"ap/CFE","CFE","Aulnat Arpt","FR","","","CFE","",2,45.78,3.16
"ap/CFG","CFG","Cienfuegos Arpt","CU","","","CFG","",2,22.2,-80.51
"ap/CFN","CFN","Donegal Arpt","IE","","","CFN","",2,55.05,-8.33
"ap/CFQ","CFQ","Creston Arpt","CA","BC","","CFQ","",9,49.03,-116.49
"ap/CFR","CFR","Carpiquet Arpt","FR","","","CFR","",2,49.17,-0.45
"ap/CFS","CFS","Coffs Harbour Arpt","AU","NS","","CFS","QHF",2,-30.31,153.12
"ap/CFU","CFU","I Kapodistrias Arpt","GR","","","CFU","QHF",2,39.61,19.86
"ap/CGA","CGA","Craig Seaplane Base","US","AK","","CGA","QHF",2,55.47,-133.14
"ap/CGB","CGB","Marechal Rondon Arpt","BR","","","CGB","",2,-15.58,-56.08
"ap/CGD","CGD","Changde Arpt","CN","","","CGD","",9,29.03,111.68
"ap/CGF","CGF","Cuyahoga County Airport","US","OH","","CLE","",9,41.56,-81.49
"ap/CGH","CGH","Congonhas Arpt","BR","","SAO","SAO","",2,-23.62,-46.65
"ap/CGI","CGI","Cape Girardeau Municipal Arpt","US","MO","","CGI","",2,37.22,-89.56
"ap/CGK","CGK","Soekarno Hatta Intl","ID","","","JKT","",2,-6.1,106.64
"ap/CGN","CGN","Koeln Bonn Arpt","DE","","","CGN","",2,50.87,7.12
"ap/CGO","CGO","Zhengzhou Arpt","CN","","","CGO","",2,34.75,113.41
"ap/CGP","CGP","Patenga Arpt","BD","","","CGP","",2,22.28,91.83
"ap/CGQ","CGQ","Changchun Arpt","CN","","","CGQ","",2,43.91,125.33
"ap/CGR","CGR","Internacional","BR","","","CGR","",9,-20.46,-54.67
"ap/CGX","CGX","Merrill C Meigs Arpt","US","IL","","CHI","QHF",3,41.86,-87.6
"ap/CGY","CGY","Lumbia Arpt","PH","","","CGY","",2,8.41,124.6
"ap/CHA","CHA","Chattanooga Lovell Fld","US","TN","","CHA","",2,35.04,-85.21
"ap/CHC","CHC","Christchurch Arpt","NZ","","","CHC","QHF",2,-43.48,172.54
"ap/CHO","CHO","Charlottesville Albemarle Arpt","US","VA","","CHO","",2,38.13,-78.44
"ap/CHQ","CHQ","Souda Arpt","GR","","","CHQ","",2,35.53,24.15
"ap/CHR","CHR","Chateauroux Arpt","FR","","","CHR","",9,46.81,1.7
"ap/CHS","CHS","Charleston Intl Arpt","US","SC","","CHS","",2,32.88,-80.03
"ap/CHX","CHX","Changuinola Arpt","PA","","","CHX","QHF",2,9.45,-82.51
"ap/CIA","CIA","Ciampino Arpt","IT","","ROM","ROM","",2,41.79,12.58
"ap/CIC","CIC","Chico Municipal Arpt","US","CA","","CIC","",2,39.79,-121.85
"ap/CID","CID","Cedar Rapids Municipal Arpt","US","IA","","CID","",2,41.88,-91.7
"ap/CIG","CIG","Craig Moffat","US","CO","","CIG","",9,40.49,-107.51
"ap/CIL","CIL","Melsing Creek Arpt","US","AK","","CIL","QHF",9,64.9,-163.73
"ap/CIO","CIO","Mcal Lopez Arpt","PY","","","CIO","",2,-23.43,-57.41
"ap/CIT","CIT","Shimkent Arpt","KZ","","","CIT","",2,42.3,69.6
"ap/CIU","CIU","Chippewa Cnty Intl","US","MI","","SSM","",2,46.24,-84.47
"ap/CIW","CIW","Canouan Island Minicipal","DM","","","CIW","QHF",2,12.71,-61.33
"ap/CIX","CIX","Cornel Ruiz Arpt","PE","","","CIX","QHF",2,-6.78,-79.83
"ap/CIY","CIY","Comiso Arpt","IT","","","CIY","QHF",9,37,14.6
"ap/CJB","CJB","Peelamedu Airport","IN","","","CJB","",2,11.03,77.05
"ap/CJC","CJC","El Loa Arpt","CL","","","CJC","",2,-22.49,-68.9
"ap/CJI","CJI","Ciudad Real Arpt","ES","","","CJI","",2,38.98,-3.91
"ap/CJJ","CJJ","Cheongju Arpt","KR","","","CJJ","",2,36.71,127.5
"ap/CJM","CJM","Chumphon Arpt","TH","","","CJM","",2,10.71,99.36
"ap/CJN","CJN","El Cajon Arpt","US","CA","","CJN","",9,32.78,-116.95
"ap/CJS","CJS","Intl Abraham Gonzalez","MX","","","CJS","",2,31.63,-106.42
"ap/CJU","CJU","Jeju Intl Arpt","KR","","","CJU","",2,33.5,126.49
"ap/CKB","CKB","Clarksburg Benedum Arpt","US","WV","","CKB","",2,39.29,-80.23
"ap/CKG","CKG","Chongqing Arpt","CN","","","CKG","",2,29.7,106.58
"ap/CKM","CKM","Fletcher Field","US","MS","","CKM","",9,34.29,-90.51
"ap/CKS","CKS","Carajas Arpt","BR","","","CKS","",2,-6,-51.33
"ap/CKV","CKV","Outlaw Field","US","TN","","CKV","",9,36.62,-87.41
"ap/CKY","CKY","Conakry Airport","GN","","","CKY","",2,9.56,-13.61
"ap/CLC","CLC","Metroport","US","TX","","CLC","",9,29.55,-95.13
"ap/CLD","CLD","Carlsbad Arpt","US","CA","","CLD","",2,33.12,-117.27
"ap/CLE","CLE","Hopkins Intl Arpt","US","OH","","CLE","",2,41.41,-81.83
"ap/CLJ","CLJ","Napoca Arpt","RO","","","CLJ","",2,46.78,23.68
"ap/CLK","CLK","Clinton Municipal Arpt","US","OK","","CSM","",9,35.53,-98.92
"ap/CLL","CLL","Easterwood Field","US","TX","","CLL","",2,30.58,-96.36
"ap/CLM","CLM","William Fairchild Intl Arpt","US","WA","","CLM","",2,48.11,-123.49
"ap/CLO","CLO","Alfonso Bonella Aragon Arpt","CO","","","CLO","",2,3.54,-76.38
"ap/CLQ","CLQ","Colima Arpt","MX","","","CLQ","",2,19.27,-103.57
"ap/CLT","CLT","Charlotte Douglas Intl Arpt","US","NC","","CLT","",2,35.22,-80.94
"ap/CLU","CLU","Columbus Municipal Arpt","US","IN","","CLU","",9,39.26,-85.89
"ap/CLY","CLY","Ste Catherine Arpt","FR","","","CLY","",2,42.53,8.8
"ap/CMA","CMA","Cunnamulla Arpt","AU","QL","","CMA","QHF",2,-28.03,145.61
"ap/CMB","CMB","Bandaranaike Intl Arpt","LK","","","CMB","",2,7.16,79.88
"ap/CME","CME","Ciudad Del Carmen Arpt","MX","","","CME","",2,18.63,-91.78
"ap/CMF","CMF","Chambery Aix Les Bains Arpt","FR","","","CMF","",2,45.63,5.88
"ap/CMG","CMG","Internacional Corumba","BR","","","CMG","",9,-19.01,-57.65
"ap/CMH","CMH","Port Columbus Intl Arpt","US","OH","","CMH","",2,40,-82.88
"ap/CMI","CMI","Univ Of Illinois Willard Arpt","US","IL","","CMI","",2,40.04,-88.26
"ap/CMN","CMN","Mohamed V Arpt","MA","","","CAS","",2,33.37,-7.58
"ap/CMQ","CMQ","Clermont Arpt","AU","QL","","CMQ","QHF",9,-22.86,147.5
"ap/CMR","CMR","Colmar Houssen Arpt","FR","","","CMR","",9,48.06,7.35
"ap/CMV","CMV","Coromandel Arpt","NZ","","","CMV","",9,-36.75,175.5
